,certified,model,mileage,price,monthly,dealer,review,rating
971,Used,2022 Chevrolet Colorado ZR2,"3,238 mi.","$43,642",Good Deal,"
Gateway Chevrolet
","(4,827 reviews)",4.9
972,Used,2015 Cadillac Escalade ESV Luxury,"102,710 mi.","$29,790",Fair Deal,"
Gravity Autos Roswell
",(58 reviews),3.6
973,Used,2003 Chevrolet Avalanche 1500,"131,369 mi.","$6,419",Great Deal | $622 under,"
Corwin Toyota of Fargo
","(1,392 reviews)",4.5
974,Used,2022 Ford F-150 XL,"8,241 mi.","$43,995",Good Deal | $157 under,"
Bidleman Ford
",(479 reviews),4.0
975,Used,2021 Lincoln Aviator Standard AWD,"18,424 mi.","$40,000","Great Deal | $1,097 under","
Bidleman Ford
",(479 reviews),4.0
976,Used,2003 Lexus SC 430 ,"129,688 mi.","$14,490",Fair Deal,"
Easterns Automotive Group of Sterling- Curbside and Home Delivery Available
",(903 reviews),4.8
977,Used,2021 Audi A4 40 Premium,"40,325 mi.","$26,636","Great Deal | $2,784 under","
Maguire Automotive (Imports - Audi, VW, Volvo, Kia and Toyota)
","(1,845 reviews)",N/A
978,Used,2017 Toyota Tundra SR5,"132,225 mi.","$27,899",Good Deal | $374 under,"
Maguire Automotive (Imports - Audi, VW, Volvo, Kia and Toyota)
","(1,845 reviews)",N/A
979,Porsche Certified,2022 Porsche Cayenne Turbo GT,"6,887 mi.","$176,987","Good Deal | $2,512 under","
Hennessy Porsche
","(1,945 reviews)",4.9
980,Porsche Certified,2022 Porsche Cayenne E-Hybrid Coupe ,"16,915 mi.","$84,987",Fair Deal,"
Hennessy Porsche
","(1,945 reviews)",4.9
981,Used,2022 BMW X4 M40i,"9,505 mi.","$59,879",Good Deal,"
Hennessy Porsche
","(1,945 reviews)",4.9
982,Porsche Certified,2020 Porsche Panamera 4,"25,058 mi.","$73,859",Good Deal,"
Hennessy Porsche
","(1,945 reviews)",4.9
983,Used,2021 Mercedes-Benz AMG E 63 S 4MATIC,"21,191 mi.","$98,987","Good Deal | $1,032 under","
Hennessy Porsche
","(1,945 reviews)",4.9
984,Porsche Certified,2023 Porsche Macan T,"4,285 mi.","$66,762","Good Deal | $1,133 under","
Hennessy Porsche
","(1,945 reviews)",4.9
985,Porsche Certified,2020 Porsche Cayenne E-Hybrid Coupe Base,"27,192 mi.","$71,441","Great Deal | $1,842 under","
Hennessy Porsche
","(1,945 reviews)",4.9
986,New,2023 Chevrolet Silverado 1500 High Country,N/A,"$73,157",N/A,"
Genesis Chevrolet
",N/A,N/A
987,Porsche Certified,2023 Porsche Taycan GTS,"10,688 mi.","$134,676","Good Deal | $1,302 under","
Hennessy Porsche
","(1,945 reviews)",4.9
988,Porsche Certified,2022 Porsche 911 Turbo S,"9,332 mi.","$247,094","Great Deal | $8,563 under","
Hennessy Porsche
","(1,945 reviews)",4.9
989,Used,2023 Mercedes-Benz G-Class G 550 4MATIC,"1,467 mi.","$165,325",Great Deal,"
Hennessy Porsche
","(1,945 reviews)",4.9
990,Porsche Certified,2020 Porsche 911 Carrera 4S,"24,202 mi.","$140,741","Good Deal | $1,919 under","
Hennessy Porsche
","(1,945 reviews)",4.9
991,Used,2018 Lexus LC 500 Base,"35,037 mi.","$65,957","Great Deal | $1,513 under","
Hennessy Porsche
","(1,945 reviews)",4.9
992,Used,2012 Volvo C70 T5 Platinum,"87,677 mi.","$13,997",Good Deal | $139 under,"
North Point Volvo Cars
",(362 reviews),4.3
993,Used,2016 Volvo XC70 T5 Drive-E Premier,"87,030 mi.","$20,997",Fair Deal,"
North Point Volvo Cars
",(362 reviews),4.3
994,Used,2021 Subaru WRX STI Base,"21,521 mi.","$38,488",Good Deal | $423 under,"
Stohlman Subaru of Sterling
",(623 reviews),4.6
995,Used,2012 Ford Escape Limited,"111,301 mi.","$8,900",Good Deal | $622 under,"
BMW of Sterling
","(1,105 reviews)",3.8
996,Used,2022 BMW X5 xDrive40i,"11,028 mi.","$59,600",Fair Deal,"
BMW of Sterling
","(1,105 reviews)",3.8
997,Used,2019 BMW M5 Base,"42,722 mi.","$66,000",Fair Deal,"
BMW of Sterling
","(1,105 reviews)",3.8
998,Used,2016 BMW 750 i xDrive,"91,281 mi.","$22,984","Great Deal | $3,478 under","
AutoNation Honda Dulles
","(3,155 reviews)",4.7
999,Used,2021 Land Rover Range Rover P525 HSE Westminster LWB,"24,628 mi.","$86,495","Good Deal | $1,586 under","
Washington Exotics
",(2 reviews),N/A
1000,Used,2020 Land Rover Defender 110 First Edition,"25,491 mi.","$64,864","Great Deal | $2,213 under","
Washington Exotics
",(2 reviews),N/A
1001,Used,2019 Mercedes-Benz GLC 350e Base 4MATIC,"47,908 mi.","$29,900",Good Deal | $379 under,"
Washington Exotics
",(2 reviews),N/A
1002,Used,2014 BMW X3 xDrive35i,"110,286 mi.","$13,990",Good Deal,"
Carnation Motors New Cumberland
",(1 review),N/A
1003,Used,2021 Volkswagen Arteon 2.0T SEL Premium R-Line 4MOTION,"32,007 mi.","$32,826",Good Deal,"
Sutliff Volkswagen
",(71 reviews),N/A
1004,Used,2019 Volkswagen Atlas 3.6L S,"53,500 mi.","$23,375",Good Deal | $285 under,"
Sutliff Volkswagen
",(71 reviews),N/A
1005,Used,2018 BMW X1 xDrive28i,"52,741 mi.","$22,513",Good Deal,"
Lindsay Volkswagen of Dulles
","(1,920 reviews)",4.7
1006,Used,2013 Cadillac Escalade Platinum Edition,"89,090 mi.","$23,000",Great Deal | $728 under,"
Moore Cadillac- We will buy your car
",(699 reviews),N/A
1007,New,2023 Volkswagen Arteon 2.0T SEL R-Line,N/A,"$47,440",N/A,"
Hendrick Volkswagen Frisco
",N/A,N/A
1008,Used,2002 Mercedes-Benz G-Class G500,"138,348 mi.","$35,500",Great Deal | $983 under,"
Capital Auto Sales
",(136 reviews),3.8
1009,Used,2015 Mercedes-Benz GL-Class GL 550 4MATIC,"97,740 mi.","$24,500",Good Deal,"
Capital Auto Sales
",(136 reviews),3.8
1010,Used,2016 Lexus GX 460 Base,"71,449 mi.","$29,500",Good Deal,"
Capital Auto Sales
",(136 reviews),3.8
1011,Used,2010 Mercedes-Benz G-Class G 550,"78,151 mi.","$46,500",Fair Deal,"
Capital Auto Sales
",(136 reviews),3.8
1012,Used,2014 Lexus LS 460 Base,"67,678 mi.","$27,500",Good Deal,"
Capital Auto Sales
",(136 reviews),3.8
1013,Used,2021 Chevrolet Tahoe RST,"22,875 mi.","$58,999",Good Deal,"
Maguire Chevrolet Cadillac
","(1,156 reviews)",4.8
1014,Used,2021 Toyota Sienna Platinum,"35,280 mi.","$53,240",Good Deal,"
Faulkner Honda
",(623 reviews),3.5
1015,Chevrolet Certified,2022 Chevrolet Silverado 2500 LT,"15,152 mi.","$54,000",Good Deal,"
Faulkner Buick GMC Harrisburg
",(195 reviews),N/A
1016,GMC Certified,2020 GMC Yukon XL Denali,"43,838 mi.","$54,900",Good Deal,"
Faulkner Buick GMC Harrisburg
",(195 reviews),N/A
1017,Used,2020 Genesis G80 3.8,"40,893 mi.","$31,936",Good Deal,"
Lake Norman Hyundai
",(674 reviews),3.3
1018,Used,2021 Genesis G80 3.5T,"22,480 mi.","$41,925","Great Deal | $1,724 under","
Lake Norman Hyundai
",(674 reviews),3.3
1019,Hyundai Certified,2020 Hyundai Palisade Limited,"64,227 mi.","$35,926",Good Deal | $139 under,"
Lake Norman Hyundai
",(674 reviews),3.3
1020,Used,2018 BMW M240 i xDrive,"64,348 mi.","$27,647",Great Deal | $890 under,"
Lake Norman Hyundai
",(674 reviews),3.3
1021,Used,2022 INFINITI QX80 Luxe,"11,027 mi.","$56,910",Good Deal | $183 under,"
Lake Norman Hyundai
",(674 reviews),3.3
1022,Used,2017 Genesis G80 3.8,"63,811 mi.","$23,721",Fair Deal,"
Lake Norman Hyundai
",(674 reviews),3.3
1023,Used,2015 Chrysler 200 Limited,"76,077 mi.","$11,775",Great Deal | $892 under,"
Sheehy INFINITI of Chantilly
",(664 reviews),4.8
1024,Used,2022 Honda Civic Sport,"34,514 mi.","$24,475",Good Deal,"
Safford Brown Mazda Chantilly
",(38 reviews),N/A
1025,Used,2021 Hyundai Kona EV Ultimate,"13,450 mi.","$25,149",Good Deal,"
Fair Oaks Chrysler Jeep Dodge RAM
",(885 reviews),4.6
1026,Used,2022 Kia Telluride S,"14,778 mi.","$37,677",Good Deal,"
Fair Oaks Chrysler Jeep Dodge RAM
",(885 reviews),4.6
1027,Used,2019 Mercedes-Benz GLC 300 Base,"60,317 mi.","$25,975",Good Deal | $274 under,"
Fair Oaks Chrysler Jeep Dodge RAM
",(885 reviews),4.6
1028,Used,2020 BMW M235 Gran Coupe i xDrive,"15,543 mi.","$37,499",Good Deal,"
BMW of Gwinnett Place
",N/A,N/A
1029,Used,2023 Genesis GV80 3.5T,"18,837 mi.","$59,860",Good Deal | $520 under,"
Fair Oaks Chrysler Jeep Dodge RAM
",(885 reviews),4.6
1030,Used,2022 Lexus RX 450h Base,"8,170 mi.","$53,684",Good Deal,"
Fair Oaks Chrysler Jeep Dodge RAM
",(885 reviews),4.6
1031,Used,2023 Toyota Sienna XSE,"4,166 mi.","$53,208",Good Deal | $481 under,"
Fair Oaks Chrysler Jeep Dodge RAM
",(885 reviews),4.6
1032,Used,2020 Dodge Challenger GT,"58,481 mi.","$24,979","Great Deal | $1,332 under","
Faulkner Subaru of Harrisburg
",(702 reviews),4.9
1033,Used,2019 Lexus ES 350 Luxury,"45,076 mi.","$29,775",Great Deal | $606 under,"
Grand Motorcars
",(458 reviews),2.8
1034,Used,2021 Alfa Romeo Giulia Ti,"32,387 mi.","$27,990",Good Deal,"
Grand Motorcars
",(458 reviews),2.8
1035,Used,2015 Nissan Xterra PRO-4X,"153,873 mi.","$13,990","Great Deal | $2,990 under","
Grand Motorcars
",(458 reviews),2.8
1036,Toyota Certified,2023 Toyota 4Runner TRD Off Road Premium,"5,527 mi.","$49,547","Great Deal | $1,750 under","
Faulkner Toyota of Harrisburg
",(238 reviews),3.1
1037,Toyota Certified,2021 Toyota 4Runner Trail Special Edition,"23,168 mi.","$42,211",Good Deal | $207 under,"
Faulkner Toyota of Harrisburg
",(238 reviews),3.1
1038,Used,2021 Land Rover Range Rover Sport 3.0 Supercharged HST,"18,765 mi.","$76,242",Fair Deal,"
Mall of Georgia MINI
","(1,981 reviews)",4.9
1039,Used,2016 Mazda CX-9 Touring,"74,768 mi.","$18,498",Good Deal | $142 under,"
AutoNation Volkswagen Mall of Georgia
","(1,093 reviews)",4.6
1040,Used,2022 Kia Sorento Plug-In Hybrid SX Prestige,"15,225 mi.","$43,617","Great Deal | $1,969 under","
AutoNation Volkswagen Mall of Georgia
","(1,093 reviews)",4.6
1041,Used,2016 Porsche Cayenne S,"69,362 mi.","$29,249","Great Deal | $3,419 under","
AutoNation Volkswagen Mall of Georgia
","(1,093 reviews)",4.6
1042,Used,2019 Land Rover Range Rover 5.0L V8 Supercharged,"48,701 mi.","$58,499",Good Deal | $719 under,"
AutoNation Volkswagen Mall of Georgia
","(1,093 reviews)",4.6
1043,Used,2023 Hyundai Palisade SE,"8,443 mi.","$38,295",Good Deal | $514 under,"
Hoffman Ford
",(556 reviews),4.9
1044,Used,2022 Chevrolet Tahoe RST,"20,079 mi.","$68,995",Good Deal,"
Hoffman Ford
",(556 reviews),4.9
1045,Mercedes-Benz Certified,2022 Mercedes-Benz AMG GLB 35 Base,"22,815 mi.","$43,200",Good Deal,"
Mercedes-Benz of Chantilly
",(982 reviews),4.7
1046,Mercedes-Benz Certified,2022 Mercedes-Benz GLE 450 4MATIC,"34,433 mi.","$64,200",Good Deal | $785 under,"
Mercedes-Benz of Chantilly
",(982 reviews),4.7
1047,Used,2022 Volvo S60 B5 Momentum,"19,482 mi.","$29,500","Great Deal | $4,734 under","
Volvo Cars Mall of Georgia
","(2,289 reviews)",4.9
1048,Volvo Certified,2023 Volvo XC60 B5 Plus Bright Theme,"6,268 mi.","$44,900",Good Deal,"
Volvo Cars Mall of Georgia
","(2,289 reviews)",4.9
1049,New,2023 Lexus RX 350h Premium,N/A,"$55,960",N/A,"
Lexus of Tulsa
",N/A,N/A
1050,Volvo Certified,2020 Volvo XC90 T5 Momentum 7 Passenger,"45,714 mi.","$33,900","Great Deal | $1,052 under","
Volvo Cars Mall of Georgia
","(2,289 reviews)",4.9
1051,Volvo Certified,2023 Volvo XC60 B5 Plus Bright Theme,"7,691 mi.","$44,200",Good Deal,"
Volvo Cars Mall of Georgia
","(2,289 reviews)",4.9
1052,Volvo Certified,2023 Volvo V60 Cross Country B5 Ultimate,"11,459 mi.","$46,900",Good Deal | $662 under,"
Volvo Cars Mall of Georgia
","(2,289 reviews)",4.9
1053,Volvo Certified,2020 Volvo XC90 T6 Inscription 6 Passenger,"34,658 mi.","$43,700",Good Deal,"
Volvo Cars Mall of Georgia
","(2,289 reviews)",4.9
1054,Used,2021 Toyota 4Runner TRD Off Road Premium,"10,468 mi.","$43,434","Great Deal | $1,101 under","
Jim Ellis Buick GMC Mall of GA
","(3,551 reviews)",4.4
1055,Used,2021 Chevrolet Tahoe Z71,"50,530 mi.","$57,218","Great Deal | $1,447 under","
Jim Ellis Buick GMC Mall of GA
","(3,551 reviews)",4.4
1056,Used,2015 Jeep Wrangler Unlimited Sport,"108,211 mi.","$20,352","Great Deal | $2,283 under","
Jim Ellis Buick GMC Mall of GA
","(3,551 reviews)",4.4
1057,Used,2008 BMW 650 i,"115,225 mi.","$10,995",Good Deal,"
CarXoom
",(129 reviews),2.4
1058,Used,2011 BMW 750 Li xDrive,"93,228 mi.","$12,995","Great Deal | $1,325 under","
CarXoom
",(129 reviews),2.4
1059,Used,2007 Mercedes-Benz CLS-Class CLS 550,"124,594 mi.","$8,495",Good Deal,"
CarXoom
",(129 reviews),2.4
1060,Used,2014 Tesla Model S Performance,"72,208 mi.","$24,495","Great Deal | $4,744 under","
CarXoom
",(129 reviews),2.4
1061,Used,2016 RAM 2500 SLT,"104,370 mi.","$28,491",Good Deal | $165 under,"
Serra Trussville Kia
","(1,919 reviews)",4.3
1062,Used,2018 Jeep Grand Cherokee Altitude,"126,633 mi.","$18,128",Good Deal | $157 under,"
Serra Trussville Kia
","(1,919 reviews)",4.3
1063,Used,2020 Kia Telluride EX,"103,369 mi.","$26,551",Good Deal | $389 under,"
Serra Trussville Kia
","(1,919 reviews)",4.3
1064,Used,2017 Toyota Camry LE,"126,502 mi.","$11,599","Great Deal | $1,743 under","
Serra Trussville Kia
","(1,919 reviews)",4.3
1065,Used,2014 Mercedes-Benz E-Class E 350,"95,837 mi.","$13,999","Great Deal | $2,030 under","
Germany Auto Brothers
",(21 reviews),5.0
1066,Used,2019 Lexus ES 350 350,"56,999 mi.","$29,870",Good Deal,"
Heritage Toyota CDJR of Harrisburg
","(4,357 reviews)",4.9
1067,Toyota Certified,2022 Toyota 4Runner TRD Off Road Premium,"36,156 mi.","$43,500",Good Deal | $453 under,"
Heritage Toyota CDJR of Harrisburg
","(4,357 reviews)",4.9
1068,Used,2021 Toyota 4Runner Limited,"35,289 mi.","$42,788",Fair Deal,"
Heritage Toyota CDJR of Harrisburg
","(4,357 reviews)",4.9
1069,Used,2007 Chevrolet Corvette ,"22,685 mi.","$26,997",Good Deal | $426 under,"
AutoNation Hyundai Mall of Georgia
","(2,104 reviews)",4.5
1070,Used,2023 Nissan Pathfinder Rock Creek,"10,423 mi.","$40,994",Good Deal | $486 under,"
Tanner Nissan
",N/A,N/A
1071,Used,2018 Cadillac Escalade ESV Premium Luxury,"78,439 mi.","$42,900",Good Deal | $756 under,"
Impex Chevrolet GMC Buick
",(10 reviews),4.0
1072,Kia Certified,2022 Kia Telluride LX,"8,958 mi.","$38,495",Good Deal,"
Turner Kia
",(372 reviews),4.4
1073,Used,2017 Buick Enclave Leather,"82,496 mi.","$19,779",Fair Deal,"
Melton Sales
","(1,728 reviews)",4.7
1074,Used,2021 INFINITI QX50 ESSENTIAL,"44,326 mi.","$32,399",Fair Deal,"
Melton Sales
","(1,728 reviews)",4.7
1075,Used,2006 Chevrolet Silverado 2500 LT H/D Extended Cab,"94,473 mi.","$18,595",Fair Deal,"
Pohanka Chevrolet
",(478 reviews),4.2
1076,Used,2018 Jeep Wrangler Unlimited Sport,"48,149 mi.","$31,436",Fair Deal,"
Pohanka Chevrolet
",(478 reviews),4.2
1077,Used,2021 Jeep Grand Cherokee High Altitude,"33,848 mi.","$41,999",Good Deal,"
Pohanka Chevrolet
",(478 reviews),4.2
1078,Used,2021 Jeep Gladiator Sport,"23,207 mi.","$37,577",Fair Deal,"
Pohanka Lexus
","(1,905 reviews)",3.7
1079,Used,2021 Lexus IS 350 F Sport,"22,455 mi.","$41,577",Good Deal | $275 under,"
Pohanka Lexus
","(1,905 reviews)",3.7
1080,Used,2019 Lexus LX 570 LX 570,"62,228 mi.","$66,977",Good Deal,"
Pohanka Lexus
","(1,905 reviews)",3.7
1081,Used,2020 Lexus IS 350 Base,"29,524 mi.","$35,777",Good Deal | $105 under,"
Pohanka Lexus
","(1,905 reviews)",3.7
1082,Used,2022 Lexus LS 500 F Sport,"10,576 mi.","$74,977","Good Deal | $1,419 under","
Pohanka Lexus
","(1,905 reviews)",3.7
1083,Mercedes-Benz Certified,2022 Mercedes-Benz S-Class S 500 4MATIC,"15,937 mi.","$87,890",Fair Deal,"
Euro Motorcars Germantown
",(253 reviews),4.7
1084,Used,2020 Audi S8 4.0T quattro,"37,700 mi.","$65,995","Great Deal | $1,952 under","
Kingstowne Motorcars
",(663 reviews),4.1
1085,Used,2019 BMW 530e xDrive iPerformance,"47,441 mi.","$27,495",Great Deal | $492 under,"
Kingstowne Motorcars
",(663 reviews),4.1
1086,Used,2017 Land Rover Range Rover 5.0L Supercharged SV Autobiography,"37,017 mi.","$73,995",Good Deal,"
Kingstowne Motorcars
",(663 reviews),4.1
1087,Used,2017 Volkswagen Passat 1.8T R-Line,"121,088 mi.","$15,191",Fair Deal,"
Jim Ellis Ford Sandy Springs
",(358 reviews),4.6
1088,Used,2013 Audi Q5 2.0T Premium Plus,"118,472 mi.","$12,121",Good Deal,"
Jim Ellis Ford Sandy Springs
",(358 reviews),4.6
1089,Used,2017 Ford F-150 Lariat,"140,860 mi.","$28,991",Fair Deal,"
Jim Ellis Ford Sandy Springs
",(358 reviews),4.6
1090,Used,2017 Tesla Model S 100D,"48,173 mi.","$40,895",Good Deal,"
Gravity Autos Sandy Springs
",(287 reviews),4.1
1091,New,2023 Nissan Frontier PRO-4X,N/A,"$48,695",N/A,"
Wolfchase Nissan
",N/A,N/A
1092,Used,2016 Ford Mustang GT Premium,"78,895 mi.","$25,985",Good Deal | $231 under,"
Gravity Autos Sandy Springs
",(287 reviews),4.1
1093,Used,2016 Land Rover Range Rover 3.0L Turbocharged Diesel HSE Td6,"66,806 mi.","$32,985",Fair Deal,"
Gravity Autos Sandy Springs
",(287 reviews),4.1
1094,Used,2020 Tesla Model Y Long Range,"36,961 mi.","$40,895",Fair Deal,"
Gravity Autos Sandy Springs
",(287 reviews),4.1
1095,Used,2016 Honda Accord EX-L,"108,462 mi.","$18,419",Fair Deal,"
Gravity Autos Sandy Springs
",(287 reviews),4.1
1096,Used,2020 Porsche Panamera 4,"47,769 mi.","$61,985","Great Deal | $1,673 under","
Gravity Autos Sandy Springs
",(287 reviews),4.1
1097,Used,2021 Mazda CX-9 Carbon Edition,"20,029 mi.","$32,985",Good Deal | $191 under,"
Gravity Autos Sandy Springs
",(287 reviews),4.1
1098,Used,2021 GMC Sierra 1500 Elevation,"42,863 mi.","$41,985",Good Deal | $129 under,"
Gravity Autos Sandy Springs
",(287 reviews),4.1
1099,Used,2016 Toyota Corolla LE,"57,902 mi.","$15,995",Good Deal,"
Unlimited Auto Group of Marietta
",(0 reviews),N/A
1100,Nissan Certified,2020 Nissan Armada SL,"57,148 mi.","$34,700",Fair Deal,"
Criswell Nissan
",(512 reviews),3.9
1101,Nissan Certified,2020 Nissan Maxima 3.5 SL,"61,227 mi.","$25,600",Fair Deal,"
Criswell Nissan
",(512 reviews),3.9
1102,Honda Certified,2022 Honda CR-V Hybrid ,"6,570 mi.","$38,700",Good Deal | $213 under,"
Criswell Honda
","(2,932 reviews)",4.7
1103,Used,2016 Chevrolet Colorado Z71,"123,881 mi.","$21,999",Good Deal | $187 under,"
Gastonia Chrysler Dodge Jeep Ram
","(4,147 reviews)",4.6
1104,Used,2019 Toyota Avalon XLE,"43,590 mi.","$28,984",Fair Deal,"
Gastonia Chrysler Dodge Jeep Ram
","(4,147 reviews)",4.6
1105,Used,2023 Kia Sportage EX,"35,247 mi.","$27,500",Good Deal,"
Jerry Hunt Supercenter
","(2,338 reviews)",4.5
1106,Used,2021 Ford Expedition Max XLT,"58,479 mi.","$43,500",Good Deal,"
Jerry Hunt Supercenter
","(2,338 reviews)",4.5
1107,Used,2021 Honda Passport Sport,"13,277 mi.","$30,100",Good Deal,"
Jerry Hunt Supercenter
","(2,338 reviews)",4.5
1108,Used,2021 Ford Expedition Max Limited,"43,053 mi.","$48,900",Good Deal,"
Jerry Hunt Supercenter
","(2,338 reviews)",4.5
1109,Used,2014 Ford Shelby GT500 Base,"27,418 mi.","$54,900",Good Deal,"
Jerry Hunt Supercenter
","(2,338 reviews)",4.5
1110,Used,2016 Land Rover Range Rover Sport Supercharged HSE,"118,546 mi.","$24,900","Great Deal | $5,790 under","
Collectible Motor Car of Atlanta
",(0 reviews),N/A
1111,Used,2023 Land Rover Defender 110 S,"2,376 mi.","$73,799","Great Deal | $4,272 under","
Gravity Autos Marietta
",(46 reviews),N/A
1112,New,2024 Volkswagen Atlas Cross Sport 2.0T SE,N/A,"$40,316",N/A,"
Kempthorn Volkswagen
",N/A,N/A
1113,Used,2019 Porsche Cayenne Base,"61,936 mi.","$43,888","Great Deal | $2,424 under","
Gravity Autos Marietta
",(46 reviews),N/A
1114,Used,2021 Mercedes-Benz S-Class S 580 4MATIC,"16,211 mi.","$92,888","Good Deal | $1,194 under","
Gravity Autos Marietta
",(46 reviews),N/A
1115,Used,2017 Lexus LX 570 Base,"78,349 mi.","$56,495",Good Deal,"
Gravity Autos Marietta
",(46 reviews),N/A
1116,Used,2020 BMW M8 Base,"16,929 mi.","$81,899","Great Deal | $1,866 under","
Gravity Autos Marietta
",(46 reviews),N/A
1117,Used,2023 Jeep Wrangler Sport,"2,036 mi.","$47,096",Fair Deal,"
Capital Chevrolet Buick GMC of Lexington
",(229 reviews),4.6
1118,Used,2021 Toyota Venza Limited,"28,675 mi.","$37,389","Great Deal | $1,116 under","
Capital Chevrolet Buick GMC of Lexington
",(229 reviews),4.6
1119,Used,2015 Chevrolet Tahoe LTZ,"91,799 mi.","$27,796",Good Deal | $333 under,"
Capital Chevrolet Buick GMC of Lexington
",(229 reviews),4.6
1120,Used,2017 Chevrolet Silverado 2500 WT,"78,300 mi.","$29,585","Great Deal | $2,070 under","
Burritt Motors
",(440 reviews),4.9
1121,Used,2016 Ford F-250 Lariat,"85,661 mi.","$32,995",Good Deal | $515 under,"
Burritt Motors
",(440 reviews),4.9
1122,Used,2014 Chevrolet Silverado 1500 LT,"38,450 mi.","$21,885",Good Deal,"
Burritt Motors
",(440 reviews),4.9
1123,Used,2012 BMW 328 i,"64,403 mi.","$13,995",Fair Deal,"
Auto Expo, Inc
",(13 reviews),N/A
1124,Used,2013 MINI Countryman Cooper S ALL4,"116,387 mi.","$9,995",Great Deal | $173 under,"
Auto Expo, Inc
",(13 reviews),N/A
1125,Used,2018 Lexus LX 570 570,"56,900 mi.","$57,000","Great Deal | $2,000 under","
Ourisman Ford of Manassas
",(389 reviews),4.2
1126,Ford Certified,2023 Ford Maverick XLT,"2,401 mi.","$37,000",Good Deal | $394 under,"
Ourisman Ford of Manassas
",(389 reviews),4.2
1127,Ford Certified,2022 Ford Mustang EcoBoost,"18,452 mi.","$26,000",Great Deal | $521 under,"
Ourisman Ford of Manassas
",(389 reviews),4.2
1128,Ford Certified,2020 Ford F-150 Lariat,"95,662 mi.","$33,000","Great Deal | $2,243 under","
Ourisman Ford of Manassas
",(389 reviews),4.2
1129,Ford Certified,2021 Ford F-150 Lariat,"33,332 mi.","$45,000",Good Deal | $249 under,"
Ourisman Ford of Manassas
",(389 reviews),4.2
1130,Ford Certified,2023 Ford F-150 XLT,"5,840 mi.","$43,000","Great Deal | $5,853 under","
Ourisman Ford of Manassas
",(389 reviews),4.2
1131,Ford Certified,2021 Ford F-150 Tremor,"8,105 mi.","$51,000",Good Deal | $106 under,"
Ourisman Ford of Manassas
",(389 reviews),4.2
1132,Used,2020 Lexus NX 300 Base,"58,799 mi.","$24,000","Great Deal | $2,139 under","
Ourisman Ford of Manassas
",(389 reviews),4.2
1133,New,2023 Mazda CX-5 2.5 S Select Package,N/A,"$29,861",N/A,"
Passport Mazda
",N/A,N/A
1134,Ford Certified,2020 Ford F-150 Lariat,"30,779 mi.","$41,500",Good Deal | $739 under,"
Ourisman Ford of Manassas
",(389 reviews),4.2
1135,Used,2020 Tesla Model 3 Performance,"34,561 mi.","$37,444",Great Deal | $779 under,"
Safford Brown Kia Manassas
","(2,260 reviews)",4.7
1136,Used,2023 Toyota 4Runner Limited,"2,758 mi.","$49,888",Good Deal | $725 under,"
Huntersville Ford
","(1,251 reviews)",4.8
1137,Used,2023 Tesla Model S ,"2,071 mi.","$79,000","Good Deal | $1,300 under","
Alpha Motorsports Manassas
",(173 reviews),4.4
1138,Used,2006 INFINITI G35 Base,"133,689 mi.","$11,991",Fair Deal,"
Victory Motors
",(45 reviews),3.0
1139,Used,2018 Volkswagen Golf Alltrack TSI S,"55,078 mi.","$19,488",Good Deal,"
Randy Marion Buick GMC of Huntersville
",(256 reviews),4.4
1140,Used,2020 Toyota 4Runner SR5,"53,351 mi.","$34,995",Good Deal | $225 under,"
Randy Marion Buick GMC of Huntersville
",(256 reviews),4.4
1141,Used,2020 BMW X5 xDrive40i,"48,151 mi.","$41,988","Great Deal | $2,249 under","
Randy Marion Buick GMC of Huntersville
",(256 reviews),4.4
1142,Used,2021 Mazda CX-9 Grand Touring,"60,450 mi.","$27,990",Good Deal | $188 under,"
Keffer Mazda
","(1,926 reviews)",4.8
1143,Used,2020 Honda Passport Elite,"38,236 mi.","$35,988",Good Deal,"
Thornton Automotive Dover
",(705 reviews),4.9
1144,Used,2019 Honda Passport Touring,"45,307 mi.","$32,988",Good Deal,"
Thornton Automotive Dover
",(705 reviews),4.9
1145,Used,2023 Kia Telluride SX Prestige X-Pro,"11,517 mi.","$52,295",Fair Deal,"
Fitzgerald Toyota Gaithersburg
","(1,020 reviews)",4.7
1146,Used,2014 Toyota Sienna XLE,"194,982 mi.","$12,595",Fair Deal,"
Fitzgerald Toyota Gaithersburg
","(1,020 reviews)",4.7
1147,Used,2011 Chevrolet Malibu LTZ,"144,551 mi.","$9,495",Fair Deal,"
Fitzgerald Toyota Gaithersburg
","(1,020 reviews)",4.7
1148,Used,2010 Subaru Outback 3.6 R Limited,"106,657 mi.","$11,495","Great Deal | $1,152 under","
Fitzgerald Toyota Gaithersburg
","(1,020 reviews)",4.7
1149,Used,2007 Honda Accord SE,"93,481 mi.","$9,495",Great Deal | $682 under,"
Fitzgerald Toyota Gaithersburg
","(1,020 reviews)",4.7
1150,Used,2022 Toyota Tundra Limited,"40,490 mi.","$53,995",Fair Deal,"
Fitzgerald Toyota Gaithersburg
","(1,020 reviews)",4.7
1151,Toyota Certified,2019 Toyota 4Runner TRD Pro,"25,314 mi.","$46,995",Good Deal,"
Fitzgerald Toyota Gaithersburg
","(1,020 reviews)",4.7
1152,Used,2014 Ford F-250 Lariat,"108,819 mi.","$38,995",Good Deal,"
Fitzgerald Toyota Gaithersburg
","(1,020 reviews)",4.7
